"Start Loc X","Start Loc Y","Goal Loc X","Goal Loc Y","Obstacle 1 Loc X","Obstacle 1 Loc Y","Obstacle 1 Radius","Obstacle 2 Loc X","Obstacle 2 Loc Y","Obstacle 2 Radius","Obstacle 3 Loc X","Obstacle 3 Loc Y","Obstacle 3 Radius","Mean X","Mean Y","SXX","SYY","SXY"
0,340,600,281,387,378,63,459,537,20,210,56,39,392.444,355.111,62501.5,17537.4,-22008.3
0,32,600,433,335,467,20,457,408,16,295,246,64,479.444,285.667,34179.3,43447.8,22823.8
0,469,600,421,262,55,45,185,504,52,299,451,64,430.083,394,54191.5,9064.91,13070.7
0,159,600,208,291,118,60,98,101,12,359,104,44,503.25,214.75,41903.4,14049.1,6472.93
0,204,600,247,158,220,48,265,513,30,249,130,58,424.808,252.233,47520.1,8815.31,-1424.43
0,232,600,154,268,258,55,373,317,17,346,412,49,399.807,294.291,41794.5,22043.6,-12083
0,569,600,309,330,416,49,428,512,32,230,111,40,407.7,280.4,56754.2,34201.8,-18303.3
0,382,600,123,318,147,50,312,411,52,314,332,16,426.167,239.25,46623.4,30465.3,-33735.7
0,489,600,514,393,427,74,80,235,63,121,370,34,370.909,396.091,50933.5,12323.9,-1477.69
0,393,600,555,230,58,58,162,565,33,561,291,38,384.833,510.333,60584.6,8224.67,21369.3
0,303,600,69,231,363,61,140,457,27,394,421,68,444.778,96.6667,52040.9,6229.25,-14155
0,450,600,449,230,201,63,350,213,46,567,122,26,409.091,443.545,39440.3,2877.47,-1576.75
0,487,600,404,433,193,31,285,100,28,253,297,67,464,423.3,50170.4,4814.01,-5376.44
0,301,600,455,376,512,53,377,306,60,510,381,25,427.74,315.476,45562.2,12657.6,12800.1
0,432,600,370,470,104,70,575,247,10,197,60,48,454.5,377,32782.1,14018.2,1657.73
0,412,600,50,58,546,35,343,54,46,548,460,37,461.818,206.727,32038.2,33748.2,-24339.6
0,469,600,340,52,73,40,474,250,62,246,251,66,469.444,403.333,35094.8,7363,-8574.04
0,341,600,166,403,135,48,465,110,44,416,322,71,429.455,303.727,51951.3,19196.4,-19185.7
0,328,600,273,423,447,50,392,306,69,273,80,66,371,211,56271.4,6132.77,4659
0,549,600,570,349,167,73,291,358,72,176,493,59,388.094,326.153,40393.2,58409.9,19053.2
0,31,600,403,112,280,39,168,371,26,506,322,17,442.167,266.167,50363.4,19861.8,29329.6
0,219,600,539,186,165,12,454,358,41,524,319,29,481.667,483.583,31071.2,14025.7,19745.6
0,289,600,488,427,53,32,237,537,47,365,507,50,486.5,416.833,56892.7,9333.77,15221.7
0,65,600,289,52,106,41,51,351,43,102,294,47,460.813,256.5,36470.4,18397.7,9089.63
0,14,600,468,228,538,33,425,157,66,357,52,22,332.333,298.682,41696.4,26611.9,21770.9
0,125,600,246,360,368,53,152,512,69,285,421,73,387.091,229.091,59602.7,4234.09,12533.1
0,430,600,53,224,441,16,210,412,26,59,60,44,459.333,135.111,42747.8,21053.4,-29377.3
0,401,600,87,198,285,71,433,430,66,549,547,47,425.462,232.692,35026.1,23595.4,-23188.5
0,518,600,161,386,468,50,312,193,71,369,160,50,359.116,173.608,45724,16163,-13525.1
0,387,600,577,166,245,56,326,211,19,221,99,46,388.9,418.8,54283.9,8761.07,8587.09
0,511,600,252,218,256,56,269,439,65,209,288,30,419.143,271.857,58651.8,15161.1,-9857.48
0,135,600,54,324,275,18,324,79,30,509,370,63,475.333,97.2222,34688.5,4026.94,-5315.33
0,204,600,419,375,187,30,460,134,33,141,425,66,408.572,422.918,47041.2,7500.85,15394.4
0,248,600,397,59,208,24,149,329,31,427,61,24,421.333,387.667,54106.8,15162,-4024.88
0,487,600,474,409,263,51,396,482,72,127,412,61,443.217,474.323,33402.5,6122,-1684.45
0,311,600,329,500,392,42,206,169,48,497,257,13,517.791,343.672,33475.5,4597.29,1978.46
0,574,600,98,119,394,68,198,443,73,546,515,17,435.706,222.765,36343.5,15111.9,-16337.3
0,87,600,495,436,163,58,316,113,20,222,456,63,436.429,407.286,43616.3,20898.2,29154.7
0,296,600,191,268,287,69,196,156,45,176,438,55,485.714,284.286,46637.9,16137.9,-1453.9
0,442,600,28,456,484,52,437,232,56,180,485,30,442.286,141.286,55174.2,26443.6,-38047.8
0,119,600,146,101,536,44,29,241,16,521,266,61,405,162.1,41929.6,610.544,1161.33
0,129,600,346,488,156,72,394,61,33,367,444,37,424.889,367.667,52558.6,13068.5,11243
0,2,600,579,431,135,71,192,391,48,524,234,47,512.75,466.25,26351.7,32605.3,27973.3
0,534,600,193,241,164,33,445,68,49,232,380,25,396.5,339.1,46093.6,23417.4,-27758.4
0,87,600,164,81,204,66,178,232,40,258,359,30,331.701,144.667,51256.1,1953.71,6117.94
0,169,600,243,478,446,67,83,416,70,91,412,12,484.7,289.2,31492,3741.96,5891.4
0,188,600,337,350,391,20,238,277,14,171,379,53,385.429,262.714,64423.6,2917.24,9393.48
0,244,600,76,147,181,24,323,183,14,174,286,11,472.5,142.5,24384.3,12313,-5260.09
0,70,600,549,511,223,38,205,153,65,129,275,70,394.308,313.846,50865.4,50451.8,40750.7
0,198,600,425,416,567,15,167,195,33,308,277,69,391.922,398.816,54306.1,10096.1,9804.85
0,414,600,400,216,432,46,549,543,46,82,214,74,466.3,288,35037.3,10346,-3178.56
0,437,600,440,533,232,60,162,431,17,330,310,46,343.417,503.167,56785.9,4598.33,-7783.44
0,439,600,540,346,273,43,144,312,45,212,454,62,431.5,432.7,49567.2,23931.6,19904.6
0,343,600,115,296,277,24,243,439,70,259,407,73,461.571,98.7143,36029.5,5749.14,-7686.44
0,9,600,557,540,170,58,75,91,27,382,55,52,367.337,328.908,50808.6,56895.8,50229.2
0,558,600,259,306,84,36,22,180,12,245,214,72,460.167,327.917,37626.9,14419.4,-20877.8
0,218,600,401,409,96,52,443,534,62,488,384,17,442.625,320.625,56170.6,3489.7,11436.6
0,88,600,247,485,261,19,255,329,53,186,102,71,450.467,321.667,39655,13653.5,3965.6
0,569,600,166,356,434,34,96,112,36,391,124,59,513.4,238.6,32952,27626.5,-19776.3
0,164,600,2,368,500,66,436,451,47,85,381,38,464.571,98.8571,43386.6,9572.48,-6399.4
0,434,600,306,449,78,71,563,433,10,29,346,20,424.222,389.222,35425.7,6812.45,-4553.68
0,45,600,138,463,215,38,327,521,36,27,310,23,446.1,149.7,43277.7,6329.79,9350.37
0,486,600,556,321,460,61,218,191,43,499,136,21,446.333,537,53959.5,644,5480.2
0,581,600,263,526,278,38,95,403,58,434,44,14,388.707,352.373,42224.2,23061.9,-27525.9
0,270,600,204,521,300,67,320,370,64,563,45,34,414.083,227.083,46209.2,7590.63,-13735
0,510,600,517,154,168,68,70,223,35,510,544,25,390,507,114111,217,-790.5
0,13,600,292,504,277,37,97,494,69,341,517,19,506.385,236.308,28095.3,13344.4,15607
0,480,600,475,291,364,48,334,223,64,356,450,20,459.154,383.343,29074.2,7089.99,5403.76
0,537,600,321,494,139,14,128,560,27,493,421,32,482.75,401.25,41545.6,9951.07,-13875.2
0,429,600,326,438,483,45,56,45,29,67,301,65,437.4,328.6,47052.5,3788.71,-6294.93
0,426,600,46,246,84,35,504,372,70,75,69,62,410.857,171.286,66869.1,33648.2,-46150.3
0,50,600,71,371,240,55,99,296,17,133,473,70,452.2,118.2,64623.7,4652.2,8121.7
0,491,600,30,92,178,49,147,265,73,209,494,61,498.545,128.091,31561.7,22008.1,-24856.2
0,490,600,525,76,534,42,152,89,51,228,227,61,400.167,517.167,74102.2,2081.77,7584.77
0,152,600,202,175,398,15,213,438,34,130,373,59,362.273,105.273,49365.4,4605.42,3247.92
0,577,600,471,526,309,10,348,439,40,501,254,58,367,374.091,50315.4,20885.1,-912.5
0,209,600,206,285,375,46,153,243,43,160,511,72,362.889,168.333,59320.4,6080.5,8318.42
0,142,600,431,411,555,17,232,533,19,282,364,43,434.9,261.3,37684.8,35419.3,25603.9
0,136,600,523,293,523,69,227,197,62,193,343,48,492.857,452.571,47755.5,19660,30631.6
0,183,600,455,229,194,24,378,290,40,154,368,70,429.875,403.625,46188.1,20748.3,28638.1
0,430,600,535,18,401,18,560,371,34,516,156,48,364.571,520.143,58736.3,6150.48,13676.9
0,348,600,339,368,452,74,481,353,72,238,503,60,466.943,316.706,39436.4,7205.29,-8812.24
0,481,600,315,210,466,51,305,325,46,109,161,31,352.846,419.615,68167.3,10043.3,-17211.9
0,70,600,574,93,320,30,370,243,62,570,376,11,413.4,423.667,33030.5,26024.2,28620.5
0,303,600,80,484,455,38,449,454,59,136,240,19,478.7,144.9,31445.1,10250.8,-13709
0,0,600,31,127,189,65,78,357,44,171,136,45,275,47.7778,72831.3,1153.19,-1910.38
0,378,600,190,410,238,14,380,442,65,232,532,13,370.761,180.224,51098.3,8150.43,-7432.33
0,506,600,295,260,526,32,251,287,69,87,437,72,357,449,77241.2,15145.6,-23992.6
0,320,600,191,334,405,11,288,422,66,396,191,59,442.412,220.412,34417.4,6339.88,630.132
0,119,600,525,232,248,12,103,218,55,342,205,10,415.667,372.8,35263.5,46604.7,24900.6
0,150,600,264,311,150,35,367,48,45,150,365,27,355.417,331.167,59275,11244.9,-7322.17
0,592,600,111,33,73,11,369,365,32,308,157,26,472.143,214,45146.5,35152.3,-36694.5
0,285,600,80,367,237,21,130,274,69,60,426,22,434.909,212.091,51867.3,34583.5,-28821.6
0,425,600,220,141,508,16,483,533,31,208,481,26,466.571,254.429,43810.3,5783.95,-15666
0,482,600,443,382,499,66,161,145,73,329,240,53,467.383,329.335,32694.7,22004.9,9349.43
0,420,600,359,81,80,54,362,423,61,549,235,17,400,426.444,53982.3,9109.28,-14866.6
0,127,600,101,57,520,33,418,212,52,175,477,12,483,145.625,45027.4,8821.7,-5863
0,160,600,485,455,252,34,246,238,72,98,545,23,434.2,469.6,45285.1,13058.3,11996.8
0,563,600,336,108,197,67,411,67,52,258,548,24,463.167,385.667,53570.2,7886.27,-20412.7
0,179,600,404,73,51,43,504,340,12,528,322,60,376.8,426.7,41348.6,9536.9,7682.27
0,106,600,314,311,542,51,498,462,41,117,472,48,427.556,295,50868.8,23074.3,7077.88
0,365,600,467,247,230,29,174,115,20,227,150,46,390.867,399.333,41399.4,5684.24,10135.8
0,154,600,568,360,117,66,202,209,64,526,68,54,416.857,461.857,56928.5,23356.8,33005.6
0,326,600,504,446,302,63,416,467,15,420,84,53,349.4,333.2,90860.3,30937.7,25200.7
0,17,600,595,173,500,50,469,456,72,553,384,32,404.526,452.368,24794.6,31865,15318.4
0,368,600,458,323,331,36,51,22,14,310,105,57,470.727,373.909,43056.8,14561.5,1803.67
0,255,600,109,201,236,32,455,327,61,216,473,18,448.429,158.429,57696.9,12612.6,-22459
0,345,600,191,230,310,29,67,435,29,409,352,60,403.846,199.846,51926,6599.97,5181.06
0,337,600,100,364,383,25,521,429,48,449,287,21,463.7,164.7,51483.6,18291.1,-22195.9
0,325,600,432,176,65,52,542,288,12,409,454,62,486.444,405.667,38081.3,3338.5,8130.42
0,118,600,322,212,150,46,385,509,63,259,442,54,378,325.333,50440,11309.3,4507.12
0,499,600,60,279,350,50,25,102,16,510,494,42,447.917,149.75,26751.9,24624.9,-17957.3
0,161,600,448,186,288,66,547,146,51,128,197,32,429.231,377.418,49842.7,12374.2,18461.7
0,316,600,178,569,113,26,455,491,25,119,210,28,486.833,200.667,56963,3204.27,-13482.7
0,153,600,346,395,531,39,308,171,37,239,526,67,459.364,289.455,35398.9,5911.87,4929.22
0,341,600,380,404,378,19,233,227,49,226,556,39,516.308,414.692,29681.9,2257.06,3777.19
0,10,600,60,179,354,60,297,407,70,155,195,37,333.75,137.333,52516.6,17576.8,-18751.5
0,557,600,472,561,248,19,477,228,43,368,187,21,416.831,436.854,42952.5,15084,7267.42
0,57,600,225,262,408,48,240,279,67,245,503,60,482,218.833,28487.3,10855.2,12236.3
0,204,600,108,544,169,51,569,169,20,478,157,33,495.6,117,23913.4,6121.14,-4683.21
0,466,600,560,95,475,64,77,413,24,371,257,38,434.109,496.288,44472.2,8204.84,14100.9
0,481,600,95,394,154,57,225,500,70,180,327,18,391.8,142.867,69125.3,17309.1,-12392.9
0,413,600,1,135,461,10,347,362,71,137,246,62,479.667,106.5,55543.5,24585.1,-36079
0,153,600,405,442,275,59,172,356,59,357,156,42,486.7,324.3,31104.2,19538.9,12948
0,96,600,324,299,136,63,429,250,62,119,232,72,492.837,247.819,26256.2,13420.6,13964.1
0,216,600,172,288,477,54,486,264,51,83,537,18,447.786,133.571,40170.2,3157.49,2981.36
0,574,600,66,67,521,52,444,128,51,496,26,26,439.38,215.457,38451.4,34712.3,-24015.7
0,388,600,486,228,145,74,400,109,49,216,207,53,420.9,518.3,38112.5,3358.46,2776.7
0,213,600,496,276,305,36,477,123,21,240,468,60,415.2,340.8,62777.7,48766.2,36001
0,279,600,477,470,458,65,540,211,30,443,177,44,430.172,481.27,37433.8,4379.99,7541.46
0,329,600,369,494,411,13,386,381,41,545,237,26,424.333,355,50094.3,1703.2,5121.8
0,344,600,225,288,365,21,197,360,53,97,444,70,474.769,256.769,25386.2,8112.03,-2599.97
0,428,600,31,516,438,66,296,402,45,122,91,68,371.467,123.067,56445,12131.8,-22772.6
0,109,600,299,335,156,20,245,230,49,78,274,55,391.571,242.143,65790.6,31832.5,34036.6
0,185,600,220,141,378,21,444,207,28,278,85,74,471.75,224.25,38673.6,4082.5,3854.07
0,127,600,297,125,146,48,415,415,39,508,454,33,436.294,208.118,46277.3,15281.2,15483.2
0,456,600,567,394,213,74,78,403,19,201,468,65,446.375,568,44961.6,1154.93,3135.6
0,562,600,279,132,117,39,327,188,68,269,283,41,419,426.75,79483.3,22067.6,-29596
0,384,600,365,160,355,45,210,457,41,429,180,55,479.125,274.375,40007,22335.4,-2509.77
0,369,600,271,357,530,18,529,59,12,85,356,60,410.167,253.333,60441.4,15596.3,3575.53
0,244,600,100,418,482,20,315,325,18,91,314,16,414.25,131.75,50851.9,5840.5,-5904.93
0,128,600,459,408,314,20,418,141,45,336,496,35,416.733,430.467,47116.1,14032.7,15400.6
0,427,600,286,99,431,22,183,525,64,426,133,26,407.244,344.669,44098.8,10645.3,-8207.56
0,222,600,578,237,394,48,244,516,49,255,342,73,477.75,505.417,30873.8,15467.7,14698.3
0,389,600,399,312,95,73,444,518,41,453,539,38,410.417,372.417,43232.4,5537.72,-7879.19
0,389,600,92,85,553,15,346,147,23,94,93,22,351.5,142.333,51258.7,15261.5,-22116
0,472,600,398,67,327,32,559,276,33,515,285,28,484.31,364.614,35063.1,7631.74,1875.5
0,320,600,563,225,502,65,297,140,22,118,304,11,417.889,408.889,58415.1,26508.1,29464.6
0,75,600,254,365,249,69,245,156,46,514,353,24,379.077,143.846,53079.9,13439.1,20061.3
0,18,600,340,498,305,69,198,434,74,136,41,30,396.8,233.1,64852.4,17416.3,29865.6
0,76,600,377,377,390,41,215,251,62,471,293,41,498.2,361.3,34901.7,15899.1,20379.8
0,259,600,489,409,117,63,409,389,24,410,57,56,523.429,395.786,23746,12641.3,7367.64
0,133,600,469,133,230,37,96,240,34,499,272,25,454.625,401.5,48484.6,29348.3,33530.6
0,135,600,150,239,153,50,354,258,71,385,354,33,429.7,235.7,48781.1,10683.3,-6276.32
0,203,600,496,311,268,13,92,292,68,260,185,41,411.75,411.25,41715.5,36643.8,26458.5
0,353,600,89,325,340,45,86,309,70,79,503,61,290.413,214.313,48016.4,26316,-29706.1
0,539,600,322,386,536,57,497,235,34,305,90,28,481.377,375.816,33586.9,7335.62,-12641.7
0,342,600,94,42,389,12,499,169,74,548,354,35,507.559,116.118,33523.9,7243.09,-13503.1
0,226,600,303,156,390,42,301,363,30,243,526,70,366.453,261.011,39865.7,2518.22,2326.11
0,200,600,139,344,475,41,271,70,70,476,460,51,497.808,171.732,36050.3,10464.7,-8776.19
0,106,600,327,94,527,12,228,186,47,169,491,14,365.357,206.5,40158.1,12822,19252.7
0,80,600,511,440,190,48,470,350,64,507,500,62,401.916,475.828,44682,29155.3,31202.5
0,147,600,46,326,446,46,527,200,69,150,492,34,463.077,63.4615,33725.9,2799.1,-6069.96
0,130,600,43,531,104,68,529,375,70,289,115,66,422.636,63.9545,29184.1,5351.47,-6537.3
0,426,600,463,436,113,72,388,107,37,482,324,22,396.333,492.556,52076,3028.03,-1799.58
0,53,600,75,216,172,28,262,160,70,141,95,51,360.538,225.231,61372.1,35734.5,-13738.1
0,402,600,37,195,248,25,86,435,54,206,52,30,430.241,166.305,44219.6,23472.9,-28390.1
0,561,600,310,511,541,33,420,134,50,573,534,22,475.571,300.429,45857,31876.6,-27485.1
0,24,600,476,305,184,70,259,313,32,377,477,73,438.389,280.889,32103.8,30974.2,21217.7
0,43,600,384,472,460,21,192,303,54,346,508,42,377.417,168.417,61104.6,25496.1,29373.1
0,442,600,401,320,141,17,75,100,32,328,353,34,401.429,446.143,73645.6,2253.81,-8365.9
0,372,600,103,448,188,54,203,385,48,67,333,51,479.846,215.462,42873.6,34758.8,-25095.1
0,328,600,581,158,120,74,183,435,27,318,436,32,407.375,510.75,54871.4,7090.5,14983.3
0,425,600,243,381,518,48,326,281,58,514,509,41,402,254.105,50516.1,5516.88,-3319.5
0,405,600,514,495,363,15,208,359,39,85,534,27,379.111,492.556,42768.6,2206.53,4131.06
0,153,600,116,378,513,26,286,531,55,203,408,15,457.583,117.5,36152.3,1553.73,-1819.32
0,204,600,223,321,321,12,270,261,73,306,283,59,379.818,359.818,53941.8,24780.2,-15145.3
0,247,600,24,536,345,10,567,565,31,475,467,18,431.6,108.533,37491.4,12153.1,-18796.8
0,125,600,354,60,477,21,418,186,15,219,50,24,424,284.286,52426.7,11841.9,23142.7
0,518,600,487,535,58,56,186,342,66,97,207,60,420.692,444.846,46680.1,7204.47,4382.36
0,123,600,530,425,144,64,37,536,19,242,542,37,424.923,362.923,43197.7,31947.6,32109.9
0,9,600,283,564,513,23,283,73,48,291,370,67,446.125,170.125,43775.3,16701,22888.7
0,209,600,460,104,400,49,173,385,40,106,270,44,451.083,365.083,43582.8,34237,19906.8
0,18,600,442,74,328,31,229,30,12,370,459,17,451.364,440,38876.1,21989,21531
0,171,600,359,278,353,23,141,188,25,203,233,54,458.5,371.875,48704,11803.8,9715.21
0,571,600,124,71,70,37,238,493,32,273,338,57,350.643,208.786,60678.4,35487,-29257.8
0,41,600,538,134,484,43,387,335,57,222,415,40,470.667,457.267,25616.4,26526.6,22058.6
0,341,600,227,151,284,58,194,403,24,486,87,11,401.417,347,50225.5,19365.1,-19586.2
0,305,600,598,435,501,11,239,333,70,247,128,21,471.143,505,22797.7,20356.2,13030.5
0,120,600,148,377,367,10,87,326,69,218,79,37,433.333,105.444,47555.3,2684.28,-4534.79
0,36,600,87,161,128,67,579,169,10,501,545,38,476.125,116,40147,3932,6562.14
0,152,600,477,302,426,74,73,399,38,413,292,20,429.857,404.571,54333.5,21624,33667.1
0,58,600,499,329,108,51,118,129,60,569,503,17,430.4,492.067,31140.1,16880.2,17796.7
0,464,600,433,349,76,31,213,99,22,187,260,45,456.222,444.222,36086.4,1861.44,-3329.18
0,398,600,437,92,61,18,374,143,22,484,391,29,369,458.6,62437.5,2820.3,3794.25
0,127,600,359,447,243,33,525,136,45,216,478,52,460.902,378.701,30713.9,12808.3,13261.1
0,106,600,248,118,241,39,413,274,59,182,281,31,374.5,274.8,55314.3,33624.6,27985.3
0,575,600,284,465,393,63,399,424,34,332,355,48,391.667,284.556,55726.5,13490,-12802.7
0,599,600,203,222,446,70,295,103,37,176,118,46,511,264.571,23097.1,23256,-15397.6
0,562,600,310,460,450,55,246,226,59,293,168,36,461.333,403,53444.7,17681.6,-22316.4
0,220,600,250,31,269,15,243,398,33,233,458,18,463.111,225.111,44277.6,937.611,3767.36
0,405,600,141,488,93,21,438,287,72,396,298,39,512.588,261.235,19803.9,25998.9,-10260.6
0,565,600,374,21,210,10,560,463,21,211,307,62,495.583,399.167,33207.2,4397.79,-11539.7
0,578,600,241,501,391,10,268,217,54,50,401,41,444.598,272.473,32228.4,31274.6,-18705.5
0,562,600,568,494,64,61,551,477,22,490,59,33,491,554.7,32939.1,161.344,-475.333
0,362,600,548,376,428,59,264,98,42,267,398,13,486.1,415.6,31662.1,30942.5,8085.27
0,421,600,153,238,456,68,239,56,36,140,190,61,473.385,215.769,26850.1,21047,-15766.2
0,559,600,352,106,532,61,209,408,33,99,516,28,455.333,351.917,41270.4,16298.4,5689.76
0,597,600,374,543,40,34,210,391,54,338,479,44,362,371.333,79527.2,19069.9,-2735.6
0,226,600,225,310,370,29,87,197,39,519,145,38,390.875,289.625,55931.6,21120,-17467.5
0,535,600,455,350,480,51,260,153,26,390,336,16,493.5,468,42791.1,8038.86,-7868.29
0,101,600,505,87,75,51,358,298,69,297,113,57,391.717,417.324,53647.3,21860.6,8360.71
0,251,600,369,138,480,72,403,508,31,216,345,16,495.714,345.286,48552.2,4726.24,10542.9
0,131,600,587,506,516,57,71,73,49,579,289,18,424.638,505.029,37571.6,27538,31529.6
0,520,600,460,352,506,26,504,258,49,251,18,13,356.103,461.261,51466.6,4777.86,4188.63
0,55,600,506,219,134,70,99,203,47,65,226,60,344.6,172.718,48948.9,41149.4,36648.9
0,355,600,40,140,28,27,361,287,17,524,251,31,416.471,82.3529,49989.8,8479.74,-11279.6
0,590,600,311,232,357,19,436,532,51,354,511,67,455.222,353.556,35434.7,9015.03,-17579.4
0,239,600,507,122,452,36,519,457,55,150,117,36,441.531,452.265,34186.9,11984.1,11203.2
0,216,600,214,326,157,43,267,534,19,394,130,31,464.143,229.857,45260.8,360.81,1105.36
0,230,600,34,282,451,13,326,346,20,61,434,21,486.375,90.125,41017.7,5406.98,-13368.9
0,124,600,547,173,188,69,61,393,21,133,131,64,336.667,419.833,78850.3,41354.2,49367.5
0,315,600,308,300,210,11,83,402,60,529,558,34,505.625,316.5,42274.6,671.714,-322.643
0,87,600,164,394,101,73,333,280,11,548,461,17,429.143,160.429,53784.8,1663.29,3534.59
0,172,600,324,515,140,74,249,519,43,242,521,29,480.9,344.8,46990.5,6097.29,8772.31
0,559,600,319,504,364,36,185,440,15,563,379,22,485.591,336.827,40107.3,10515.2,-16148.7
0,230,600,512,201,389,73,242,25,12,313,50,28,372.205,388.505,47224.2,11076.5,21234.2
0,76,600,70,562,264,11,531,335,16,494,351,14,500.444,90.1111,37482.5,616.611,356.069
0,534,600,61,407,402,63,74,490,48,86,462,72,432.3,243.8,59028.9,73576.4,-51981.4
0,332,600,453,301,105,30,64,528,19,248,100,64,389.7,434.8,50574,5419.29,5767.27
0,137,600,75,394,94,30,265,277,65,115,95,38,441.429,233,50524.3,44025,-10494.8
0,300,600,480,53,129,33,240,138,59,77,521,26,458.125,417.875,37498.7,3489.27,10116
0,263,600,548,490,338,44,144,49,15,166,520,16,472.75,393.875,46579.9,38738.1,22155.3
0,3,600,522,491,386,62,262,136,51,310,163,45,443.727,437.636,37856,21624.3,22857.8
0,75,600,310,339,274,21,303,461,60,107,379,62,395.333,176.667,47989.9,10553.5,17225.7
0,358,600,138,23,379,13,110,162,46,98,105,52,493,126.636,36780,6479.25,-11147.3
0,447,600,497,375,574,19,81,463,69,361,347,34,369.5,417.3,75804.3,11847.1,21660.9
0,327,600,297,518,410,74,58,72,39,86,220,44,363.375,323,60626.8,5999.71,-12933.7
0,135,600,296,527,298,48,411,383,38,268,260,16,483.865,229.228,30494,3633.72,8677.43
0,460,600,316,546,173,18,395,106,71,153,532,34,449.364,381.273,40921.5,8464.62,-6017.51
0,30,600,235,150,328,49,282,575,20,377,514,44,458.5,171.9,37599.6,5508.54,12863.7
0,167,600,22,500,184,24,479,350,58,68,79,31,488.667,104.333,36379,9451.7,-13231.4
0,385,600,205,228,451,55,391,166,69,437,382,37,321.364,274.091,55754.4,5010.69,-15919.6
0,73,600,367,39,518,11,442,472,54,284,365,54,475.375,288.5,39722,10622,16399.8
0,434,600,413,444,210,47,321,224,16,76,419,72,395.375,445.625,61390,3941.41,-3436.55
0,51,600,216,411,189,39,268,425,70,119,458,59,409.333,216.667,46639.1,7800.67,13689.7
0,166,600,113,102,540,53,179,217,17,349,146,30,458.25,162,45791.5,5609.82,-11678.2
0,142,600,449,470,343,24,477,316,12,342,470,56,361.5,407.1,74698.7,22857.7,30221.2
0,291,600,267,200,258,52,485,524,38,388,450,63,356.3,219.2,60608.2,7465.73,5591.05
0,119,600,389,456,376,66,222,189,71,350,169,47,421.176,441.118,40363.9,15234,6363.79
0,593,600,386,131,308,64,463,416,52,379,383,55,447.429,263.357,39424.9,41484.9,8073.83
0,85,600,340,285,240,71,81,400,39,480,63,63,340.218,283.548,44959,12394,19879
0,278,600,517,325,452,64,441,474,15,117,357,39,513.125,474,43044.4,7298.57,16491.9
0,328,600,259,480,112,47,90,274,40,283,441,23,470.5,294.3,38073.6,1851.57,-2936.17
0,177,600,464,258,438,70,58,381,41,319,296,45,473.727,431.545,36256.8,10276.7,8881.46
0,11,600,58,428,179,51,205,243,65,132,329,12,472.313,177.438,32572.9,32595.3,-11686.5
0,15,600,314,93,203,35,412,134,55,538,53,36,354.269,254.399,47482.6,10343.3,17708.2
0,320,600,321,373,116,28,391,515,24,124,234,62,340.2,365.7,62824,5212.01,-9394.82
0,589,600,0,189,114,55,362,247,36,306,14,14,484.692,131.769,46765.7,36621.5,-36102.9
0,195,600,74,103,162,61,480,73,26,280,114,48,459.313,210.25,36050.5,21781.3,-15233.8
0,396,600,447,381,407,42,181,70,20,267,353,32,460.167,483,34390.9,4434.18,-1087.64
0,10,600,78,542,478,54,551,474,11,365,381,57,363.857,76.8571,51797.1,1458.81,2246.14
0,584,600,491,183,219,23,157,393,44,300,384,60,434.5,479,84497.7,7434,-19053.3
0,227,600,535,184,206,68,298,318,55,240,312,47,419.556,483.889,55461.3,11433.4,15676.7
0,236,600,571,451,501,14,482,467,47,40,514,13,409.154,496.385,41000.5,20118.6,24200.5
0,58,600,208,542,276,40,337,403,34,481,228,67,366.8,169.3,58242.4,6750.01,2827.29
0,381,600,599,121,355,44,363,130,62,29,460,19,477.625,554,41047.7,4998.29,13339.3
0,105,600,373,209,463,61,536,40,37,458,152,52,410.122,349.583,47859.9,8036.85,7978.6
0,155,600,530,243,540,56,125,263,71,161,325,41,427.429,339.143,41758.3,39495.5,28523.3
0,339,600,576,134,334,32,149,467,42,495,46,43,359,363.7,60341.1,44240.7,30235.2
0,223,600,223,215,252,22,132,280,51,521,270,66,437.75,282.188,29991.9,13469.2,5947.38
0,594,600,114,530,82,12,141,296,62,278,190,59,488.5,225.25,30198.5,29536.9,-24583.1
0,181,600,193,492,168,53,257,388,18,67,214,46,328.455,101.273,48634.7,4796.62,-1368.54
0,152,600,295,141,304,35,383,97,73,266,323,25,481.769,296.231,44465.5,6201.69,3553.22
0,446,600,49,38,182,29,152,263,68,136,334,39,471,176.286,45567.3,35613.2,-31063
0,585,600,309,332,320,39,90,542,49,402,166,32,470.25,312.5,45008.2,17506.8,-2567.68
0,239,600,19,141,87,48,524,162,35,344,452,32,443.188,70,41195.9,4173.47,-10086.5
0,409,600,210,225,127,22,581,120,12,225,493,58,469.111,277.778,38339.9,4739.19,-12171
0,288,600,147,387,216,46,192,420,64,472,495,56,424.8,145.4,38492.6,4668.27,-5321.47
0,256,600,64,337,433,51,97,409,50,347,331,53,441.417,96.1667,36645.2,8063.24,-6039.17
0,538,600,474,238,346,53,304,134,68,529,96,65,390.2,448.9,50936.4,6286.32,-8556.2
0,507,600,571,96,438,41,146,184,18,507,333,70,489.857,550.286,47363.8,1496.9,3767.71
0,91,600,476,215,97,41,162,138,56,316,257,43,381.9,374,71910.1,21640.7,15451.6
0,400,600,30,81,380,11,479,190,23,249,476,26,531.882,137.588,19462.7,25411.5,-10404.7
