Start Loc X,Start Loc Y,Goal Loc X,Goal Loc Y,Obstacle 1 Loc X,Obstacle 1 Loc Y,Obstacle 1 Radius,Obstacle 2 Loc X,Obstacle 2 Loc Y,Obstacle 2 Radius,Obstacle 3 Loc X,Obstacle 3 Loc Y,Obstacle 3 Radius,Obstacle 4 Loc X,Obstacle 4 Loc Y,Obstacle 4 Radius,Mean X,Mean Y,SXX,SYY,SXY
0,411,600,424,148,197,43,347,97,12,133,215,13,384,110,60,505.895,396.064,25305,5011.52,3065.8
0,150,600,509,326,542,43,539,114,34,263,413,39,279,441,41,486.222,446.667,35568.7,22605.8,18883.6
0,423,600,294,475,421,73,430,335,57,539,387,41,511,359,59,390,260.769,41628.5,6639.03,-4303.58
0,424,600,63,360,524,24,287,520,74,365,493,57,214,49,13,491.071,128.497,25520.5,18920.5,-18356.3
0,214,600,445,488,213,74,109,223,19,418,294,70,147,179,70,430.1,423,32364.3,6406.22,12812.2
0,534,600,450,414,76,38,352,276,56,147,302,32,408,506,11,471.8,406.6,30129.3,5853.38,-5470.76
0,217,600,466,420,499,12,474,211,58,428,158,59,200,296,63,371.547,387.575,38137,5638.67,11075.5
0,331,600,220,207,165,54,233,406,71,29,467,18,55,323,19,352.788,239.783,65410.1,3593.2,-4163.66
0,483,600,185,388,500,49,209,433,48,420,165,31,148,147,68,485.841,270.091,39069.6,11194.9,-7957.72
0,63,600,185,77,76,61,317,405,29,203,474,39,64,427,15,363.182,171.455,65079.6,7418.27,5463.41
0,492,600,354,473,512,61,195,499,72,538,518,26,167,160,54,494,379.533,29227.1,2692.27,-6567.93
0,165,600,535,369,308,30,513,520,47,457,116,72,330,311,35,498.5,513.25,42640.9,20137.9,27710.3
0,470,600,55,217,356,32,280,296,46,478,263,53,66,425,33,385.625,121,64676.3,20162.3,-23257.9
0,449,600,235,423,491,72,250,491,53,437,232,58,372,53,45,459.077,296.308,30223.6,9642.23,-12671
0,258,600,210,64,316,55,359,422,36,229,459,65,534,250,14,367,193.25,73940.6,9893.64,14380
0,99,600,233,498,370,55,164,111,33,516,158,66,213,216,19,434.083,159.333,35457.4,9149.52,4232.88
0,87,600,39,413,146,49,565,273,30,283,466,61,161,240,57,404.517,137.169,34342.8,11035.4,-3209.57
0,254,600,320,340,220,73,483,517,50,328,296,38,97,301,17,408.385,336.769,55936.6,6419.36,-225.404
0,386,600,46,543,204,51,444,222,20,322,558,26,293,511,44,424.167,73.5833,46516.7,11551.4,-13997.5
0,342,600,266,65,202,12,206,243,46,112,231,35,221,368,38,454.111,308.667,46514.1,8896,-10813.8
0,383,600,484,364,54,21,77,508,49,135,142,60,536,179,21,494.825,437.108,40628.9,10780.5,5328.42
0,431,600,259,68,465,27,198,415,74,570,102,26,384,452,45,456.357,271.571,49864.3,8632.88,-4435.3
0,383,600,418,346,292,36,340,484,45,468,170,45,231,123,47,417.849,223.032,40439.8,24220.1,10170.6
0,278,600,159,86,418,33,215,531,66,433,204,38,303,167,44,474,247.5,43157.7,5590,-7752.14
0,279,600,126,103,341,15,536,53,53,463,179,11,489,256,18,487.787,256.798,27483.7,21927.1,-10327.2
0,42,600,160,444,468,35,176,337,24,253,318,66,330,451,66,464.167,152.5,55894.6,5284.7,9250.7
0,116,600,503,517,475,31,511,541,28,343,241,44,425,124,48,393.6,393.6,68926.3,20347.2,26546.6
0,455,600,376,488,458,27,405,226,63,405,456,26,505,297,25,466.273,446.545,33527.8,5661.07,-4755.76
0,86,600,492,457,511,65,202,438,11,157,254,14,363,505,50,468.444,307.944,32068.6,38011.6,26163.6
0,251,600,306,387,377,68,396,416,14,68,469,25,327,160,30,498.091,353.182,31314.3,8456.56,364.781
0,253,600,459,296,361,23,316,91,71,192,168,33,502,46,32,383.917,406.667,41799,9774.97,17124
0,193,600,351,414,253,60,162,448,46,476,193,59,198,526,24,438.375,308.125,56328.6,4122.13,9782.95
0,496,600,324,242,561,33,151,62,39,200,195,15,542,250,20,377.635,318.756,57707.3,11082.6,35.1598
0,424,600,38,347,217,68,274,549,27,281,124,51,342,351,42,439.308,234.462,34610.9,28336.3,-21439.5
0,247,600,459,332,517,68,397,270,50,408,110,47,503,341,20,406.5,368.5,50810.9,7848,17637.7
0,349,600,179,457,347,48,333,288,29,330,480,74,546,499,35,479.273,213.455,31594,8161.27,-9549.84
0,498,600,198,210,561,19,258,202,41,291,473,17,123,271,66,490.833,246.833,57887,15275.8,-29668.2
0,263,600,131,193,442,18,365,538,16,436,163,59,112,198,73,456.5,200.417,39328.1,28850.3,-21045.8
0,506,600,539,81,308,33,294,125,37,279,357,26,251,233,69,428.222,511.778,48062.2,2015.44,1284.56
0,392,600,61,114,301,37,451,176,70,353,158,37,463,543,20,504.875,117,41766.7,15403.1,-22263
0,48,600,397,380,350,58,197,277,15,282,272,44,32,342,28,396.933,290.499,48059.6,13775.8,20235.4
0,536,600,112,385,298,41,155,236,40,436,119,39,279,478,69,495.667,179.333,36629,45196,-29810.9
0,375,600,432,327,393,57,339,494,33,480,506,72,64,312,26,440.1,329.8,46822.3,16198.2,6900.8
0,39,600,550,540,492,21,380,540,58,89,438,11,84,468,64,501.333,474.722,19398,18547.3,16311
0,412,600,496,175,558,30,216,315,34,182,330,35,52,51,17,337.56,291.385,63073.6,40659,23759.9
0,208,600,595,99,80,67,481,216,34,270,336,57,442,315,15,396.25,480.917,44338.6,16498.6,18425.1
0,310,600,6,378,383,10,522,353,59,171,283,53,326,286,72,442.533,75.3333,41884,7063.67,-14785.6
0,582,600,54,81,182,53,247,490,27,303,116,10,431,71,56,371,304,50723.2,44292.4,-43718.2
0,258,600,133,120,222,50,329,53,15,335,364,61,167,189,40,459.574,308.192,43184.1,28356.2,-15354.5
0,105,600,578,109,465,28,470,459,32,149,311,36,541,194,17,401.8,408.45,23994.6,38585.8,18509.4
0,101,600,227,343,220,60,179,541,21,397,375,57,262,528,67,391.75,156.25,48413.9,10063.1,15897.5
0,337,600,251,524,212,53,72,475,59,134,208,11,238,189,74,439.8,313.333,31675.3,2956.09,-2749.86
0,236,600,259,148,486,42,406,399,32,326,502,35,361,378,69,488.2,250.4,28747,7235.54,8538.92
0,226,600,314,326,465,30,508,483,39,546,504,17,141,42,12,492,290.571,47799.3,4361.29,5283.83
0,184,600,58,531,275,57,373,341,37,481,111,53,106,101,13,458.684,309.632,23517.3,27562.9,-6721.62
0,289,600,130,517,215,38,125,417,55,359,291,49,474,350,55,370.167,126.167,56288.2,9486.97,-9688.83
0,461,600,445,173,299,38,320,433,61,271,479,60,331,361,71,483.308,421.538,41821.9,12931.1,-272.763
0,462,600,46,137,157,63,194,457,18,533,498,47,175,499,71,511.5,96.5,42846.3,21975.7,-30618
0,212,600,196,403,536,14,342,488,44,285,524,49,350,568,11,502.667,221.833,29162.4,7536.52,-2863.51
0,554,600,290,410,428,34,369,255,51,517,202,25,408,231,37,440.545,378,51941.9,12103.2,-14494.2
0,546,600,153,233,131,49,156,261,38,229,467,70,351,267,34,328.154,159.308,53668,20070.4,-17258.3
0,247,600,127,90,335,30,188,297,74,82,238,66,223,492,42,467.417,274.75,42299.4,25355.1,-16843.3
0,565,600,120,87,359,69,202,566,21,303,438,59,274,421,37,413.647,297.471,42288.4,45834.1,-34058.8
0,366,600,495,542,576,23,396,518,72,491,184,52,154,129,26,436.143,394.071,35517.8,21050.7,20044.4
0,162,600,10,470,212,58,91,279,70,386,80,54,88,445,36,461.111,43.7778,53361.4,2764.44,-6914.1
0,381,600,356,255,210,45,267,378,25,402,489,62,551,136,34,461.017,311.825,41086.7,1829.33,-26.0332
0,499,600,435,413,482,72,441,119,46,531,432,63,357,306,61,508.8,393.5,34573.3,2491.83,-5786.67
0,379,600,91,374,488,21,486,170,34,357,138,10,64,362,42,433.5,156,59365.7,15915.7,-19920
0,388,600,31,398,351,68,409,135,67,188,198,66,444,456,20,478,201,32185.3,41648.5,-22628.8
0,464,600,281,298,423,54,209,119,48,284,419,45,321,402,48,475.286,303.429,47033.2,5551.62,-15581.5
0,170,600,445,147,93,39,510,481,50,428,160,70,482,444,45,451.938,473.938,30091.1,12599,8932.46
0,302,600,440,316,183,41,498,379,14,94,410,69,103,82,71,466.8,424,37810.8,5513.56,11340
0,305,600,574,429,239,70,441,141,21,137,77,42,134,244,59,463.111,507.889,40196.6,7844.11,13364.5
0,387,600,227,50,21,16,225,177,63,275,190,23,417,541,30,404.533,188.8,52571.8,6786.74,4959.76
0,251,600,513,534,405,61,169,113,13,207,190,68,312,180,36,462.744,500.432,42280.1,8770.52,14548.8
0,184,600,469,83,38,20,450,306,60,32,119,17,404,253,26,418.097,425.944,39360.5,7959.7,13490.8
0,401,600,171,173,334,42,557,438,10,535,320,32,310,442,65,423.915,233.263,41364.7,16350.6,-22910
0,271,600,513,471,558,13,322,66,39,178,509,74,465,400,23,451.315,473.744,25759.9,11408.4,11541.3
0,450,600,205,350,233,19,416,410,12,55,360,29,92,433,36,451.389,260.778,39217.8,33399.9,-26012.2
0,111,600,136,374,226,14,533,207,16,465,281,37,436,389,53,444.545,241.455,49155.9,7924.27,3661.53
0,78,600,369,154,387,65,125,80,10,230,133,68,441,499,26,413.273,331.364,56740.6,15287.7,26050
0,40,600,191,453,226,45,204,213,60,406,176,21,230,270,68,386.857,114.143,63777.1,5799.81,17475.2
0,181,600,596,167,207,27,387,199,50,112,387,60,359,447,40,451.125,350.875,47064.1,49269.8,23054.2
0,316,600,385,86,515,13,279,175,42,503,528,21,362,337,44,463.875,434.125,42535,4280.98,6133.45
0,408,600,596,94,77,34,115,207,45,191,115,44,324,509,12,436.559,443.457,41304.9,16591.3,6540.63
0,104,600,205,303,47,46,503,279,72,427,495,55,155,286,49,235.3,136.1,55684.5,3064.99,3874.63
0,559,600,526,307,119,50,223,394,24,418,383,18,517,471,71,358.538,562.692,40653.3,580.564,-524.987
0,393,600,555,230,58,58,162,565,33,561,291,38,507,100,63,495.714,543.214,25333.6,2528.34,5916.99
0,390,600,193,558,205,30,537,96,47,418,115,34,394,384,25,427.214,211.07,30635.9,6182.95,-10252.5
0,179,600,176,279,76,66,129,430,67,203,524,63,361,529,59,462.071,164,32750.2,2590.15,-4788.46
0,186,600,161,438,423,34,154,99,30,168,74,72,299,458,19,385.9,210.5,46405.9,9766.28,-12478.9
0,309,600,169,72,127,49,111,378,71,273,333,26,394,422,73,388.6,186.5,63513.4,3972.72,-11970.4
0,291,600,166,81,387,61,152,154,26,130,63,43,187,128,43,405.255,189.359,35828.4,9195.67,-9689.2
0,387,600,577,166,245,56,326,211,19,221,99,46,515,125,68,431.1,525.6,38881.4,3828.93,10268.2
0,321,600,356,181,309,27,334,478,30,286,393,10,350,65,48,363.191,266.898,62615.4,13691,12623.9
0,8,600,544,235,336,71,387,337,12,419,525,36,166,309,60,443.588,339.706,32249.1,45826.6,34595.3
0,433,600,358,367,161,12,373,357,57,449,536,13,117,483,67,449,295.75,41685.6,9928.75,-5229
0,154,600,390,278,481,45,92,106,49,388,412,16,390,506,33,441.429,360.571,54734,11353,23835
0,599,600,70,477,161,19,386,347,49,336,87,34,465,423,20,449.385,175,44257.1,23031.3,-28878.1
0,299,600,121,502,537,39,284,64,29,96,301,39,434,105,51,420.327,237.669,50056.2,15675.7,1953.33
0,485,600,22,230,90,73,451,246,59,503,152,33,59,381,42,443.772,179.615,44501.8,37583.1,-30462.3
0,170,600,377,451,166,72,397,438,65,357,38,26,443,468,37,399.667,316.556,45226,7561.53,15044
0,311,600,330,362,504,20,213,428,60,440,301,27,70,205,59,430.643,365.571,42534.4,5985.19,37.835
0,373,600,302,461,389,56,366,159,52,481,501,63,195,213,74,233.098,179.961,43389.2,16029.6,-3980.26
0,414,600,498,154,304,24,433,304,21,284,290,47,500,211,53,429.25,464.604,45749,4764.21,6026.5
0,454,600,110,470,493,71,147,124,74,60,345,42,388,266,13,417.429,239.857,67547.3,29052.1,-42949.6
0,86,600,109,510,225,48,289,517,59,472,392,74,261,285,27,403,90.8,43536.7,4789.73,-2729.44
0,87,600,495,436,163,58,316,113,20,222,456,63,301,462,26,421.444,407.222,50199.3,28539.9,36385.9
0,204,600,218,494,377,70,450,87,74,284,376,48,473,310,37,436.538,181.615,29732.9,2478.26,657.641
0,9,600,38,412,395,69,282,238,47,181,437,34,451,398,65,380.444,66.7778,67919.5,1832.44,-4432.89
0,298,600,354,467,296,42,256,351,25,334,361,56,147,439,56,507.741,272.166,24132.1,8838.17,1031.37
0,547,600,361,372,534,21,47,265,36,235,210,61,423,232,41,518.308,398.077,26170.7,4988.91,-9156.86
0,568,600,134,154,145,67,186,175,44,57,105,27,93,229,69,481.25,221.125,40802.2,26019.3,-31436
0,472,600,311,379,112,37,492,32,21,497,561,10,371,113,39,410.5,312,76189.7,15200,-27193.3
0,158,600,119,171,59,37,332,138,73,492,137,23,106,435,73,473.672,247.6,31008.3,23606.3,-9862.71
0,297,600,255,447,414,68,325,163,53,392,78,59,398,305,10,479.851,225.82,33940.1,9035.41,-8583.27
0,537,600,284,175,361,63,145,345,56,84,438,29,282,110,27,371.167,324.583,44413.2,21329.7,-25988
0,503,600,512,530,283,39,428,540,42,378,419,34,188,437,65,403.728,426.387,54650.9,16168.3,8013.21
0,575,600,437,25,472,14,71,161,42,134,54,12,277,98,41,498.154,422.615,30752,14086.8,-11270.7
0,281,600,571,187,474,17,294,399,23,165,99,37,142,218,72,403.019,455.139,52996.7,16969.9,18919.6
0,518,600,503,348,315,41,290,424,40,132,203,50,544,555,31,402.5,551.333,50966.8,1131.15,-361
0,436,600,231,94,467,64,108,241,46,421,296,70,433,203,73,473.227,319,34412.9,20656.3,-21745.4
0,33,600,191,33,162,12,302,182,16,169,141,45,519,86,25,410.108,168.295,34708.4,7552.78,1758.89
0,89,600,155,268,418,57,413,480,35,124,327,25,558,444,33,435,143.5,44561.7,7813.14,10756.3
0,213,600,102,221,115,35,318,410,33,536,351,34,350,409,55,439.875,87.75,39492.4,5440.5,-6764.61
0,517,600,119,46,200,24,496,239,46,339,468,73,517,346,44,285.333,269,89961.3,46417,-55962
0,172,600,133,517,513,71,392,250,68,139,405,65,161,99,53,488.125,148.688,30056.5,3184.9,-2356.16
0,27,600,347,314,63,61,321,487,61,198,275,53,215,481,73,486.714,276.571,26279.9,11099.8,11112.9
0,36,600,490,273,190,66,154,398,52,169,453,74,526,44,16,353.583,264.667,43573.9,45477.2,41005.2
0,341,600,496,404,287,60,328,299,55,524,231,68,498,207,60,423.9,485.2,35836.5,9621.96,13493.6
0,42,600,92,405,182,67,222,206,26,96,201,67,173,398,31,400.5,77.1667,54489.1,2303.37,7291.1
0,173,600,526,372,458,45,441,527,72,340,299,51,83,519,74,410.923,301.769,34089.9,27467.7,25345.1
0,195,600,54,258,295,10,550,105,13,264,437,27,371,519,50,467.556,88.1111,45780.5,5216.36,-12343.8
0,41,600,48,177,288,20,158,269,59,213,308,60,401,433,40,451,57.1111,47695.8,1853.86,-4079.5
0,174,600,472,227,383,21,489,330,73,126,496,34,92,39,25,360.071,399.786,32141.6,11653.1,12280.4
0,265,600,459,367,342,12,466,263,70,314,313,66,244,426,50,388.769,460.231,51164.4,6249.53,13519.9
0,398,600,331,439,426,58,314,433,25,375,251,74,561,367,23,497.077,382.158,40077,4862.29,-3720.27
0,323,600,404,370,577,17,530,532,33,216,400,67,534,131,47,423.556,349.667,41154.5,12207,13854.7
0,76,600,580,370,293,47,352,116,43,346,407,25,148,87,21,423.889,493.111,60698.6,27507.6,34894.3
0,289,600,270,353,204,68,360,199,19,291,67,13,241,133,31,432.636,282.545,45708.1,5640.47,-4412.78
0,567,600,427,229,266,70,522,303,51,278,306,65,335,165,57,473.271,432.111,30302.7,4961.58,-9662.47
0,530,600,3,522,164,20,350,95,29,420,241,46,365,458,10,518.059,225.176,22040.7,46021.3,-18700.9
0,437,600,414,348,241,54,186,19,11,243,448,16,480,458,67,382.7,269,42346.7,16847.6,4297.44
0,61,600,11,243,305,20,265,21,14,51,407,49,494,86,14,471.727,31.9091,30983.2,570.491,-3090.23
0,135,600,416,44,366,22,526,101,39,467,223,71,101,418,51,472.818,376.818,39066,14311,20731.8
0,150,600,579,405,225,69,456,309,27,86,381,18,502,488,49,490.529,370.118,22380,33875.6,16932.8
0,299,600,580,218,197,50,297,153,57,99,343,30,376,250,52,386,497.222,66978.5,12538.2,27354.4
0,566,600,94,347,139,24,389,142,41,134,115,22,99,389,51,397,257.333,118209,71481.3,-91898
0,488,600,434,172,128,73,108,32,25,50,446,10,339,422,66,411.182,378.182,56028,9991.96,11892.5
0,275,600,178,559,80,11,483,460,46,513,411,33,236,172,31,373.917,130.917,47055.5,5270.81,-4147.37
0,413,600,87,337,517,48,303,148,60,239,261,66,448,319,72,406.438,256.813,48680.3,28436.6,-34170.2
0,8,600,362,514,190,64,395,97,30,124,553,13,438,490,56,346.75,273.25,55613.4,20469.1,28476.8
0,202,600,81,50,464,34,381,264,63,491,286,55,339,116,29,396.125,157.25,50511.6,6416.5,-13486.2
0,397,600,276,335,38,32,240,336,22,270,300,67,81,551,14,368.091,365.182,62700.1,6865.76,-14226.3
0,428,600,250,290,339,53,329,307,53,260,139,46,387,65,18,361.357,340.643,66071,14572.4,1551.83
0,312,600,350,408,118,14,323,109,16,365,88,42,218,185,55,462.375,333.375,45873.1,1540.55,3987.27
0,77,600,73,447,423,21,572,262,13,524,488,46,304,358,48,432.833,152,59885.4,25878.4,-11326.4
0,250,600,311,550,139,15,232,519,14,506,187,60,471,236,63,446.083,357.75,45933.7,10411.1,-861.25
0,48,600,171,88,87,53,235,439,56,526,184,39,316,152,40,377.658,289.306,69097.6,21212.3,-3931.93
0,379,600,83,118,536,15,45,189,33,257,207,13,173,542,30,489.25,177.625,40300.8,41330,-14121
0,423,600,127,362,440,41,517,274,69,501,301,15,484,208,74,381,188.5,62252.8,19037.1,-31312.2
0,562,600,280,507,206,62,391,24,12,80,307,29,66,124,35,473.333,220.5,32270.4,24269.4,-16400
0,508,600,329,97,80,51,510,471,41,198,378,55,99,266,65,428.4,397.7,33985.4,11209.6,-13302.9
0,271,600,507,226,80,68,330,347,32,98,396,54,538,316,30,509.933,423.533,21284.5,22906.3,5257.68
0,276,600,161,269,344,56,134,234,35,174,23,21,397,457,13,371.333,167.833,63663.1,3299.77,-5888.13
0,591,600,590,448,521,34,169,312,66,382,241,25,181,108,41,485.373,478.099,23533.4,19402.9,-442.632
0,67,600,516,496,73,19,327,369,47,307,581,13,173,138,46,373.143,428.429,56859.8,30756.3,35938.8
0,458,600,520,352,481,33,420,161,55,565,328,22,475,229,63,462.091,425.273,41391.3,20941,16990.4
0,352,600,463,122,539,21,98,150,48,455,183,10,191,301,40,482.9,338.2,36014.5,26756,11377.4
0,233,600,306,536,375,24,54,133,11,73,104,44,475,266,60,380.455,369.364,39580.1,7532.05,-4110.38
0,543,600,552,63,513,46,122,379,37,192,63,18,466,164,32,380.333,395,66025.1,40644.8,16571.2
0,585,600,529,551,127,46,479,222,61,362,395,13,174,266,64,475.541,535.986,44106.2,3136.54,-347.141
0,278,600,435,73,185,57,202,428,16,428,162,69,319,123,27,492.333,392,27755.3,3195.53,6192.47
0,165,600,558,23,559,16,98,269,23,135,61,34,533,42,15,425.352,443.879,41709,16225.4,17065.5
0,152,600,594,403,279,29,495,500,52,210,219,67,141,369,53,359.813,543.438,44632.7,11760.8,11351.4
0,481,600,592,428,529,64,341,523,62,197,380,69,40,568,13,410.206,399.708,35831.7,25274.4,14889.1
0,211,600,350,441,225,12,317,471,41,363,120,60,231,464,72,426.2,310.8,39330.8,8214.62,4442.49
0,299,600,563,154,174,24,483,470,27,190,243,13,563,160,32,382.455,499.909,57802.9,9211.49,20568.2
0,138,600,126,454,251,72,113,351,57,368,237,48,465,326,46,383.167,113.667,50688.6,883.467,806.267
0,526,600,548,236,57,41,203,140,17,183,235,56,98,400,69,325.841,432.84,43334.3,14401.3,-9303.47
0,434,600,216,333,535,12,361,148,48,91,363,48,69,408,15,464,299.75,38937.7,18892.5,-15321.7
0,91,600,250,235,252,19,346,427,11,21,489,13,424,193,63,369.9,333,43391.2,20788.9,-5282.45
0,313,600,490,400,94,40,547,317,13,288,104,60,417,395,66,437.606,488.406,46440,6280.49,7583.59
0,473,600,452,377,530,24,114,384,64,213,521,18,447,308,18,484.375,460.625,40163.7,143.411,-1132.27
0,550,600,334,452,137,65,234,58,49,50,67,13,551,432,31,477.778,368.889,33982.2,4956.11,-12334.4
0,129,600,24,235,344,27,138,202,70,335,573,15,533,74,60,430.242,84.0687,25735.2,16817.8,-14795.8
0,66,600,396,173,463,18,293,77,60,305,461,60,50,18,15,414,315.5,50369.2,20927.5,30621.4
0,553,600,153,404,210,62,522,208,66,355,206,49,211,516,40,389.583,180.583,48576.6,17267.7,-18449.6
0,352,600,16,330,278,74,164,83,29,52,455,37,137,415,56,364.059,105.973,46434.2,11917,-20837.8
0,301,600,528,354,175,60,485,391,56,331,395,58,112,209,56,390.286,490.286,66233.9,7472.24,14926.9
0,29,600,33,500,66,35,82,158,41,412,521,29,262,234,63,449.091,60.4545,41968.5,1814.87,3952.15
0,346,600,429,59,127,32,258,224,35,486,442,55,232,297,13,441.389,334.056,29647.9,25451.9,-9569.02
0,7,600,37,315,437,51,151,502,60,341,79,13,391,394,23,426.095,70.1899,54576,5553.12,5747.41
0,506,600,256,407,110,36,317,190,69,282,127,35,167,431,50,302.25,348.333,62622.2,9002.42,-21835.4
0,220,600,168,452,166,73,199,392,70,143,111,71,295,295,58,298.857,115.5,67157.8,6119.5,-471.538
0,272,600,520,135,113,11,382,127,17,305,170,51,460,135,36,482,452.25,40003.1,13028.5,17953.6
0,335,600,178,462,292,35,321,208,61,429,572,27,177,486,13,286,106.909,51797.2,10485.3,374.6
0,15,600,345,429,309,50,507,345,67,186,273,52,312,494,60,369.692,344.846,56459.7,11277,14641.7
0,91,600,92,293,354,53,235,230,68,458,223,72,65,64,26,377.865,197.329,37577.4,18703.2,-6842.37
0,535,600,140,379,65,40,70,461,69,386,144,71,466,107,25,433,306.4,58821.1,28086.5,-37609.6
0,196,600,417,391,273,60,448,189,57,136,170,11,532,536,27,446.75,361.5,88720.9,12293.7,32818.2
0,75,600,586,498,319,30,556,133,27,238,61,61,412,348,70,435.75,522.5,43992.2,21385.5,20826.5
0,584,600,322,117,22,20,164,399,71,287,476,44,339,197,51,406.5,404.286,56766.4,14668.2,-27607.9
0,138,600,226,533,387,57,405,222,33,557,424,23,185,46,28,405.591,349.872,37350.9,19621.1,-8536.54
0,312,600,299,116,117,56,341,503,41,285,94,67,420,429,68,483.75,317.25,41754.8,951.643,1032.07
0,109,600,46,261,81,47,270,168,42,399,152,56,437,462,35,443.667,115.667,58986.7,19961.5,-14420.9
0,474,600,281,179,432,41,98,381,67,392,499,19,145,549,28,315.719,376.417,55249.2,13907.2,-23759.3
0,222,600,578,237,394,48,244,516,49,255,342,73,256,340,52,434.278,369.833,42285.7,40457.8,31411.3
0,314,600,521,73,412,45,243,319,40,36,62,25,383,145,12,466.571,401.429,44796.6,36849.3,11432.9
0,392,600,19,88,261,47,56,419,29,96,82,64,534,523,36,469.071,107.714,23308.1,13339.8,-14324.7
0,56,600,570,136,201,25,276,284,35,107,363,15,511,346,36,390.5,355.75,78981.7,62549.6,67942.5
0,87,600,296,352,500,68,550,501,36,295,329,24,282,479,66,404,229.833,68951.6,11160.6,8779
0,255,600,131,580,87,13,333,227,53,133,396,70,539,434,14,443.25,138.625,55221.1,3231.41,-6308.75
0,34,600,528,167,274,68,44,481,42,268,130,23,385,241,73,428,395.417,43546.2,33308.1,34716.1
0,395,600,437,112,59,13,496,430,56,239,57,40,275,49,42,356.5,415.5,52009.1,14560.3,17952.1
0,7,600,69,468,494,39,45,496,24,377,456,12,93,468,48,447.25,85.875,44630.8,2208.98,2064.89
0,296,600,200,378,399,55,160,347,28,563,446,29,61,401,60,481.333,231,35262.5,2179,-4926.13
0,489,600,110,63,81,17,303,387,13,471,483,46,397,459,22,435,201.333,58553.2,25566.7,-35501.6
0,539,600,91,296,151,63,111,231,44,305,88,69,216,99,37,452.571,168.714,43798,38026.9,-30671.5
0,344,600,92,237,401,39,216,452,71,297,302,62,430,305,42,511.8,183.133,21225.5,6823.41,-7706.69
0,478,600,314,78,447,18,250,76,21,102,131,34,477,539,51,498.375,350.25,41190,6707.64,-10678.3
0,247,600,598,232,510,41,186,391,23,276,115,54,308,514,56,448.949,461.003,42959,23850.8,26396.1
0,238,600,289,139,88,36,132,282,41,122,475,29,97,431,42,369.516,288.53,61871,5465.64,10589
0,335,600,433,470,49,29,222,44,28,63,277,39,254,331,56,393.778,479.667,58679.9,4835,2141.92
0,163,600,347,182,112,58,477,478,65,27,131,12,495,516,72,426.056,252.555,37233.9,8865.6,4705.16
0,20,600,101,87,460,23,181,117,12,140,508,55,389,305,73,466.667,122.467,31033.4,2444.41,2919.6
0,527,600,56,488,150,19,140,83,31,201,175,61,432,277,42,476.429,282.429,44965,39950.3,-25415.7
0,197,600,47,41,197,29,367,556,15,232,285,18,358,184,44,399.899,148.892,53880.5,25825.3,-22670
0,469,600,387,223,140,46,174,337,16,467,302,33,562,208,21,403,456.143,43601.1,3520.13,-9157
0,572,600,418,71,222,14,231,211,64,43,230,10,488,222,53,363.364,452.091,56595.4,3486.89,-10460.1
0,417,600,415,462,144,63,258,501,57,226,497,17,257,504,37,502.125,385,41799.8,764.857,-2625.86
0,273,600,250,514,303,21,471,495,52,423,354,17,249,79,28,375.8,234,62263.7,2233.5,-48.25
0,306,600,556,131,495,46,448,238,29,45,233,39,350,266,26,474.571,486,44944.3,14307.3,18564.5
0,596,600,443,102,431,58,220,124,28,402,408,51,264,221,33,446.643,518.5,43374.3,2991.04,-9379.81
0,168,600,431,217,257,50,83,510,73,282,231,30,300,206,35,492.167,343.083,28731.2,14303,12680
0,105,600,369,38,542,25,187,264,19,382,290,53,182,407,65,400.071,293.357,40127.5,19798.7,24051.8
0,196,600,269,323,457,40,356,110,16,178,579,16,252,342,10,447.8,218.5,53481.3,11355.8,10120.4
0,155,600,452,434,511,32,204,132,16,533,316,57,539,224,10,449.667,390.556,36250.5,11867,17447
0,549,600,177,181,554,23,118,168,24,234,515,66,552,127,33,430.9,214.2,42730.3,19679.5,-18756.4
0,342,600,243,76,542,25,45,49,23,494,496,52,233,287,50,492.4,230.867,27649.8,1774.41,-2231.23
0,532,600,124,523,343,71,458,531,22,191,266,58,292,431,27,518.4,140.4,33544.7,21847.8,-24354.1
0,176,600,116,402,178,71,382,101,31,307,285,17,323,422,60,337.625,203.443,41658.2,25361.3,-22598.9
0,162,600,81,557,385,17,452,70,36,114,473,44,512,87,31,421.222,65.7778,33737.9,2950.44,-5589.07
0,194,600,510,239,415,47,484,204,12,459,490,10,333,419,50,418.545,371.636,44232.1,32453.3,34269.7
0,538,600,225,212,539,40,450,191,35,277,333,40,256,367,36,385.1,329.2,65323,13234.4,-27737.9
0,240,600,390,79,306,37,131,438,55,104,469,40,436,507,35,516.75,382,27023.1,2224.18,7381
0,255,600,449,294,108,34,184,97,15,525,48,31,324,155,42,362.143,427.429,61410.8,9713.62,16836.8
0,139,600,392,355,155,44,163,258,29,532,345,42,349,186,58,413.27,270.158,54633.9,13812.7,17773.1
0,104,600,548,79,67,43,250,292,30,168,470,31,133,264,38,475.25,458,40334.2,26237.7,30582.4
0,584,600,115,252,274,70,103,87,32,533,431,42,515,79,35,491.526,263.983,25798.2,29764.6,-24164.6
0,107,600,183,457,116,19,452,489,60,369,317,32,195,272,69,480.857,173.429,45619.1,1305.29,6103.07
0,64,600,222,386,529,48,422,71,43,463,298,20,478,514,57,474.667,175.25,30784.2,7346.93,10069.2
0,423,600,418,426,528,63,287,64,54,55,70,21,225,73,44,424,398.429,52058.7,4496.29,-1515
